trip_id,fare_amount,pickup_datetime,passenger_count,pickup_latitude,pickup_longitude,drop_latitude,drop_longitude
339,263.38,2024-01-15 02:00:00,2,18.697351,73.82846,18.646631,73.77258
340,94.03,2024-01-15 03:00:00,2,18.469502,73.915279,18.514126,73.914186
341,271.23,2024-01-15 04:00:00,3,18.68282,73.907731,18.632684,73.94676
342,263.06,2024-01-15 05:00:00,4,18.594894,73.997377,18.689343,73.941188
343,127.94,2024-01-15 06:00:00,3,18.582321,73.738518,18.46113,73.86575
344,245.23,2024-01-15 07:00:00,1,18.553807,73.731233,18.556999,73.856051
345,229.33,2024-01-15 08:00:00,3,18.469201,73.917302,18.486141,73.742863
346,327.13,2024-01-15 09:00:00,3,18.452958,73.873516,18.637856,73.932604
347,335.79,2024-01-15 10:00:00,3,18.466146,73.782248,18.573278,73.781423
348,70.39,2024-01-15 11:00:00,3,18.455931,73.723826,18.590375,73.849009
349,218.58,2024-01-15 12:00:00,4,18.633875,73.725697,18.639374,73.785282
350,331.64,2024-01-15 13:00:00,1,18.505038,73.968257,18.518791,73.740149
351,276.41,2024-01-15 14:00:00,4,18.417353,73.75756,18.674527,73.888867
352,435.42,2024-01-15 15:00:00,4,18.690731,73.797011,18.559909,73.7163
353,346.41,2024-01-15 16:00:00,3,18.665136,73.767997,18.447386,73.924594
354,123.32,2024-01-15 17:00:00,2,18.678326,73.806499,18.60877,73.795276
355,81.76,2024-01-15 18:00:00,2,18.698472,73.720827,18.637978,73.70004
356,339.09,2024-01-15 19:00:00,4,18.452169,73.855718,18.495029,73.853339
357,61.93,2024-01-15 20:00:00,4,18.518873,73.720284,18.657154,73.714056
358,313.6,2024-01-15 21:00:00,3,18.627472,73.940107,18.671843,73.782851
359,473.1,2024-01-15 22:00:00,4,18.608806,73.770114,18.483071,73.912093
360,308.96,2024-01-15 23:00:00,3,18.446169,73.862004,18.695056,73.718807
361,224.68,2024-01-16 00:00:00,2,18.64475,73.964024,18.442213,73.951802
362,339.48,2024-01-16 01:00:00,2,18.467332,73.895263,18.460605,73.701146
363,256.21,2024-01-16 02:00:00,1,18.467145,73.859887,18.455267,73.774047
364,295.53,2024-01-16 03:00:00,2,18.561092,73.7973,18.668197,73.922271
365,473.66,2024-01-16 04:00:00,4,18.577882,73.799901,18.596288,73.794881
366,223.75,2024-01-16 05:00:00,2,18.574026,73.900846,18.445631,73.730568
367,482.54,2024-01-16 06:00:00,3,18.427446,73.998242,18.532097,73.80807
368,457.41,2024-01-16 07:00:00,2,18.663238,73.898552,18.584589,73.781118
369,138.11,2024-01-16 08:00:00,1,18.47968,73.867335,18.425039,73.952814
370,81.21,2024-01-16 09:00:00,2,18.438854,73.919195,18.664725,73.794004
371,95.35,2024-01-16 10:00:00,3,18.666624,73.839562,18.641081,73.93668
372,58.2,2024-01-16 11:00:00,3,18.686695,73.718043,18.551562,73.967562
373,92.5,2024-01-16 12:00:00,4,18.658638,73.868689,18.690138,73.830145
374,357.35,2024-01-16 13:00:00,2,18.642855,73.987288,18.525328,73.972983
375,82.03,2024-01-16 14:00:00,3,18.596573,73.752591,18.695233,73.813195
376,193.54,2024-01-16 15:00:00,1,18.565257,73.907001,18.600376,73.989224
377,430.19,2024-01-16 16:00:00,4,18.426096,73.76028,18.590401,73.726787
378,60.47,2024-01-16 17:00:00,1,18.522536,73.860748,18.449786,73.906106
379,416.51,2024-01-16 18:00:00,2,18.511807,73.729003,18.664578,73.848144
380,176.83,2024-01-16 19:00:00,2,18.477926,73.835111,18.528247,73.816295
381,103.17,2024-01-16 20:00:00,2,18.617026,73.926849,18.44867,73.889814
382,363.53,2024-01-16 21:00:00,4,18.548763,73.804271,18.403782,73.911157
383,333.02,2024-01-16 22:00:00,3,18.424314,73.899474,18.567927,73.701309
384,444.86,2024-01-16 23:00:00,4,18.466055,73.938635,18.55822,73.750086
385,380.78,2024-01-17 00:00:00,1,18.604978,73.978153,18.615806,73.913914
386,411.57,2024-01-17 01:00:00,4,18.422839,73.770393,18.667077,73.899916
387,176.92,2024-01-17 02:00:00,1,18.655362,73.819795,18.423822,73.989814
388,129.85,2024-01-17 03:00:00,4,18.548544,73.745725,18.619449,73.928311
389,387.78,2024-01-17 04:00:00,3,18.544176,73.997745,18.456224,73.985232
390,413.08,2024-01-17 05:00:00,1,18.577722,73.9781,18.657453,73.910762
391,495.73,2024-01-17 06:00:00,2,18.647404,73.861987,18.645719,73.789416
392,235.68,2024-01-17 07:00:00,2,18.504343,73.95261,18.562238,73.731609
393,217.41,2024-01-17 08:00:00,4,18.603405,73.856287,18.613073,73.934547
394,399.39,2024-01-17 09:00:00,2,18.56972,73.887076,18.494305,73.893245
395,203.36,2024-01-17 10:00:00,1,18.480108,73.726737,18.54135,73.714456
396,468.84,2024-01-17 11:00:00,2,18.663589,73.926581,18.646491,73.808015
397,436.29,2024-01-17 12:00:00,3,18.639228,73.738314,18.53778,73.98704
398,243.05,2024-01-17 13:00:00,3,18.597536,73.94782,18.507339,73.85012
399,387.89,2024-01-17 14:00:00,4,18.655175,73.934608,18.548264,73.829819
400,389.54,2024-01-17 15:00:00,1,18.660188,73.912623,18.648475,73.83731
401,96.41,2024-01-17 16:00:00,3,18.612509,73.710848,18.500562,73.762665
402,456.15,2024-01-17 17:00:00,3,18.651104,73.790939,18.452128,73.810612
403,277.36,2024-01-17 18:00:00,1,18.609241,73.778934,18.613604,73.810944
404,421.91,2024-01-17 19:00:00,2,18.604042,73.808041,18.647793,73.715707
405,194.02,2024-01-17 20:00:00,2,18.585583,73.726293,18.430191,73.93027
406,452.99,2024-01-17 21:00:00,4,18.625815,73.981087,18.471962,73.824951
407,225.14,2024-01-17 22:00:00,2,18.447582,73.866141,18.442592,73.946654
408,54.88,2024-01-17 23:00:00,1,18.664261,73.791657,18.504382,73.955104
409,457.42,2024-01-18 00:00:00,3,18.661553,73.819094,18.535105,73.763598
410,91.08,2024-01-18 01:00:00,2,18.408774,73.834161,18.624648,73.897206
411,193.69,2024-01-18 02:00:00,4,18.647745,73.880178,18.595344,73.841685
412,477.53,2024-01-18 03:00:00,2,18.438661,73.854704,18.586279,73.964047
413,477.77,2024-01-18 04:00:00,1,18.500536,73.975818,18.505712,73.764722
414,308.05,2024-01-18 05:00:00,4,18.623052,73.849089,18.652434,73.903344
415,334.33,2024-01-18 06:00:00,2,18.448228,73.997647,18.541386,73.882326
416,251.8,2024-01-18 07:00:00,4,18.64539,73.955427,18.693731,73.78859
417,181.94,2024-01-18 08:00:00,1,18.64964,73.762553,18.590243,73.74098
418,197.9,2024-01-18 09:00:00,3,18.55224,73.979179,18.437879,73.895492
419,352.63,2024-01-18 10:00:00,1,18.401916,73.73491,18.602853,73.921579
420,388.57,2024-01-18 11:00:00,1,18.486111,73.945235,18.497531,73.794688
421,406.21,2024-01-18 12:00:00,1,18.585078,73.814187,18.605898,73.89345
422,405.33,2024-01-18 13:00:00,1,18.694356,73.963392,18.420892,73.818539
423,91.04,2024-01-18 14:00:00,3,18.589544,73.960417,18.452464,73.913962
424,272.49,2024-01-18 15:00:00,3,18.477941,73.941778,18.656721,73.759765
425,75.9,2024-01-18 16:00:00,4,18.590202,73.937009,18.468154,73.967065
426,297.29,2024-01-18 17:00:00,2,18.561996,73.791404,18.651112,73.786223
427,248.69,2024-01-18 18:00:00,3,18.633954,73.724276,18.483783,73.810336
428,449.47,2024-01-18 19:00:00,3,18.432094,73.820894,18.592865,73.717428
429,207.91,2024-01-18 20:00:00,2,18.628308,73.752057,18.608245,73.733454
430,102.68,2024-01-18 21:00:00,3,18.56238,73.908485,18.553796,73.854759
431,114.35,2024-01-18 22:00:00,1,18.688898,73.80383,18.491593,73.780278
432,392.68,2024-01-18 23:00:00,1,18.502562,73.992683,18.463793,73.950644
433,328.2,2024-01-19 00:00:00,2,18.589787,73.892292,18.409957,73.704408
434,95.51,2024-01-19 01:00:00,4,18.679608,73.946744,18.491184,73.813728
435,87.85,2024-01-19 02:00:00,4,18.430753,73.739757,18.595949,73.801204
436,365.44,2024-01-19 03:00:00,2,18.681169,73.958604,18.681491,73.705798
437,82.74,2024-01-19 04:00:00,2,18.606366,73.976827,18.661361,73.737311
438,419.84,2024-01-19 05:00:00,1,18.420351,73.846119,18.629819,73.824093
439,367.81,2024-01-19 06:00:00,4,18.490289,73.881876,18.636534,73.847859
440,86.61,2024-01-19 07:00:00,3,18.612452,73.929443,18.599495,73.821287
441,88.18,2024-01-19 08:00:00,1,18.420205,73.752452,18.478086,73.859281
442,493.99,2024-01-19 09:00:00,2,18.574651,73.85077,18.672159,73.87854
443,218.42,2024-01-19 10:00:00,4,18.503765,73.819599,18.60122,73.702977
444,216.79,2024-01-19 11:00:00,3,18.586275,73.743912,18.568132,73.839229
445,415.76,2024-01-19 12:00:00,3,18.413723,73.81026,18.433297,73.98905
446,476.26,2024-01-19 13:00:00,1,18.661461,73.720452,18.534117,73.85571
447,493.7,2024-01-19 14:00:00,4,18.692047,73.707744,18.538107,73.903263
448,389.02,2024-01-19 15:00:00,4,18.690663,73.74055,18.659369,73.793559
449,219.32,2024-01-19 16:00:00,2,18.624896,73.988935,18.563994,73.932197
450,87.58,2024-01-19 17:00:00,4,18.439026,73.864859,18.51412,73.931876
451,399.72,2024-01-19 18:00:00,4,18.627479,73.989747,18.69304,73.856389
452,301.28,2024-01-19 19:00:00,1,18.407376,73.829749,18.433216,73.992804
453,240.9,2024-01-19 20:00:00,4,18.406637,73.793545,18.526765,73.737665
454,457.86,2024-01-19 21:00:00,3,18.497083,73.851843,18.412607,73.705084
455,100.04,2024-01-19 22:00:00,1,18.546593,73.831854,18.621971,73.931047
456,271.68,2024-01-19 23:00:00,1,18.631122,73.731699,18.675423,73.942147
457,55.11,2024-01-20 00:00:00,2,18.604989,73.892248,18.484011,73.736062
458,260.9,2024-01-20 01:00:00,4,18.533771,73.764811,18.657503,73.779675
459,75.34,2024-01-20 02:00:00,2,18.482088,73.885876,18.487665,73.705266
460,103.47,2024-01-20 03:00:00,3,18.699137,73.89506,18.673231,73.787993
461,102.89,2024-01-20 04:00:00,1,18.527854,73.745607,18.626189,73.931943
462,342.14,2024-01-20 05:00:00,1,18.535416,73.718405,18.641472,73.855388
463,385.72,2024-01-20 06:00:00,1,18.449087,73.934228,18.405402,73.804429
464,312.52,2024-01-20 07:00:00,3,18.638443,73.83794,18.688843,73.811522
465,482.98,2024-01-20 08:00:00,3,18.608105,73.717449,18.618001,73.700406
466,218.69,2024-01-20 09:00:00,2,18.466231,73.99846,18.491425,73.78994
467,178.57,2024-01-20 10:00:00,2,18.424714,73.717334,18.648818,73.893938
468,440.87,2024-01-20 11:00:00,2,18.60415,73.908511,18.484456,73.992258
469,150.62,2024-01-20 12:00:00,4,18.596353,73.995104,18.661826,73.954118
470,483.45,2024-01-20 13:00:00,1,18.481978,73.771754,18.433774,73.707078
471,55.47,2024-01-20 14:00:00,1,18.685259,73.742675,18.611106,73.969568
472,486.45,2024-01-20 15:00:00,2,18.445317,73.736415,18.56221,73.93496
473,69.42,2024-01-20 16:00:00,1,18.5297,73.790983,18.42896,73.934113
474,451.01,2024-01-20 17:00:00,2,18.683085,73.730314,18.472568,73.837399
475,287.47,2024-01-20 18:00:00,4,18.525918,73.907648,18.403721,73.819402
476,496.83,2024-01-20 19:00:00,4,18.591558,73.718688,18.54063,73.790875
477,83.21,2024-01-20 20:00:00,3,18.519278,73.852827,18.49038,73.719708
478,299.23,2024-01-20 21:00:00,4,18.482265,73.999009,18.579507,73.768471
479,486.19,2024-01-20 22:00:00,2,18.695193,73.944191,18.489171,73.773981
480,285.39,2024-01-20 23:00:00,4,18.5228,73.884566,18.489976,73.845223
481,333.23,2024-01-21 00:00:00,3,18.66823,73.791876,18.622958,73.924233
482,363.09,2024-01-21 01:00:00,1,18.468986,73.887169,18.414443,73.842143
483,254.54,2024-01-21 02:00:00,2,18.463931,73.858112,18.670868,73.717353
484,332.4,2024-01-21 03:00:00,1,18.40934,73.827825,18.655679,73.987337
485,312.94,2024-01-21 04:00:00,3,18.5955,73.739213,18.600341,73.982817
486,455.52,2024-01-21 05:00:00,3,18.510558,73.965981,18.577966,73.935557
487,70.45,2024-01-21 06:00:00,3,18.659307,73.834935,18.667691,73.997398
488,176.43,2024-01-21 07:00:00,1,18.541963,73.758387,18.455599,73.863345
489,477.69,2024-01-21 08:00:00,1,18.690458,73.810328,18.423691,73.988831
490,450.62,2024-01-21 09:00:00,1,18.455658,73.824239,18.471853,73.722682
491,255.05,2024-01-21 10:00:00,1,18.660587,73.948261,18.638373,73.809704
492,329.06,2024-01-21 11:00:00,3,18.632979,73.920084,18.410401,73.767614
493,174.82,2024-01-21 12:00:00,3,18.631277,73.930791,18.574842,73.75875
494,134.65,2024-01-21 13:00:00,2,18.653435,73.703309,18.698631,73.742241
495,258.66,2024-01-21 14:00:00,2,18.628307,73.824846,18.656709,73.886724
496,209.01,2024-01-21 15:00:00,1,18.587866,73.844403,18.556434,73.934397
497,312.65,2024-01-21 16:00:00,4,18.439373,73.705758,18.419092,73.87349
498,84.98,2024-01-21 17:00:00,4,18.409758,73.777944,18.649412,73.744089
499,488.48,2024-01-21 18:00:00,3,18.676254,73.928087,18.579694,73.943337
500,493.79,2024-01-21 19:00:00,3,18.584995,73.741133,18.43448,73.890786
